Hello! Welcome to the world of TQS Quality Control! Minimum height for a real peak: 1000. Minimum area for a real peak: 1000. RT flexibility: 0.4. Ion ratio (IR) flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N ratio: 4. Processed on: 2020-02-04 14:44:47. 
"Replicate.Name","Precursor.Ion.Name","Precursor.Mz","Product.Mz","Area","IR.Flag","Retention.Time","Background","RT.min","RT.max","RT.Reference","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag","all.Flags"
"180212_Smp_L1C33DCMplus10m_A","Malonyl CoA",852.1053,808.0725,3619,NA,3,13,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,NA,NA,"blank.Flag, height.min.Flag, "
"180212_Smp_L1C33DCMplus10m_A","Methyl Malonyl CoA",866.1109,822.1345,7720,NA,3.87,0,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus10m_A","Propionyl CoA",822.277,408.113,726,NA,7.17,1,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus10m_A","Succinyl CoA",866.1105,158.9068,12,NA,3.52,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus10m_B","13C Acetyl CoA",810.2043,408.0569,14232219,NA,5.44,192775,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L1C33DCMplus10m_B","Acetoacetyl CoA",850.3228,766.3569,676,NA,5.21,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus10m_B","Acetyl CoA",808.149,408.0672,122961,NA,5.43,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_B","Crotonyl CoA",834.277,408.067,3,NA,8.22,3,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L1C33DCMplus10m_B","Hydroxybutyryl CoA",852.1043,158.902,2425,NA,5.84,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_B","Malonyl CoA",852.1053,808.0725,3861,NA,2.95,749,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus10m_B","Methyl Malonyl CoA",866.1109,822.1345,11063,NA,3.86,10,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus10m_B","Propionyl CoA",822.277,408.113,5347,NA,7.14,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_B","Succinyl CoA",866.1105,158.9068,20,NA,3.5,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus10m_C","13C Acetyl CoA",810.2043,408.0569,12677697,NA,5.43,111977,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L1C33DCMplus10m_C","Acetoacetyl CoA",850.3228,766.3569,754,NA,5.11,5,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus10m_C","Acetyl CoA",808.149,408.0672,143757,NA,5.43,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_C","Crotonyl CoA",834.277,408.067,40,NA,8.24,20,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L1C33DCMplus10m_C","Hydroxybutyryl CoA",852.1043,158.902,2285,NA,5.83,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_C","Malonyl CoA",852.1053,808.0725,6590,NA,2.94,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_C","Methyl Malonyl CoA",866.1109,822.1345,6327,NA,3.85,57,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus10m_C","Propionyl CoA",822.277,408.113,10467,NA,7.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus10m_C","Succinyl CoA",866.1105,158.9068,2330,NA,3.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_A","13C Acetyl CoA",810.2043,408.0569,10958199,NA,5.43,11362,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L1C33DCMplus20m_A","Acetoacetyl CoA",850.3228,766.3569,394,NA,5.23,23,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_A","Acetyl CoA",808.149,408.0672,88956,NA,5.43,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_A","Crotonyl CoA",834.277,408.067,76,NA,8.21,21,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L1C33DCMplus20m_A","Hydroxybutyryl CoA",852.1043,158.902,288,NA,5.83,20,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_A","Malonyl CoA",852.1053,808.0725,3871,NA,2.94,573,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus20m_A","Methyl Malonyl CoA",866.1109,822.1345,3797,NA,3.85,34,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus20m_A","Propionyl CoA",822.277,408.113,5033,NA,7.15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_A","Succinyl CoA",866.1105,158.9068,80,NA,3.5,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_B","13C Acetyl CoA",810.2043,408.0569,11393241,NA,5.43,25742,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L1C33DCMplus20m_B","Acetoacetyl CoA",850.3228,766.3569,646,NA,5.17,6,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_B","Acetyl CoA",808.149,408.0672,85863,NA,5.43,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_B","Crotonyl CoA",834.277,408.067,5,NA,8.22,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_B","Hydroxybutyryl CoA",852.1043,158.902,1108,NA,5.85,0,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L1C33DCMplus20m_B","Malonyl CoA",852.1053,808.0725,4640,NA,2.95,856,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus20m_B","Methyl Malonyl CoA",866.1109,822.1345,6194,NA,3.86,10,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus20m_B","Propionyl CoA",822.277,408.113,5489,NA,7.15,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_B","Succinyl CoA",866.1105,158.9068,81,NA,3.57,39,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L1C33DCMplus20m_C","13C Acetyl CoA",810.2043,408.0569,13655485,NA,5.43,67666,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L1C33DCMplus20m_C","Acetoacetyl CoA",850.3228,766.3569,336,NA,5.25,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_C","Acetyl CoA",808.149,408.0672,96383,NA,5.44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_C","Crotonyl CoA",834.277,408.067,214,NA,8.23,29,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_C","Hydroxybutyryl CoA",852.1043,158.902,867,NA,5.85,58,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L1C33DCMplus20m_C","Malonyl CoA",852.1053,808.0725,5989,NA,2.96,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_C","Methyl Malonyl CoA",866.1109,822.1345,7270,NA,3.85,109,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L1C33DCMplus20m_C","Propionyl CoA",822.277,408.113,5000,NA,7.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L1C33DCMplus20m_C","Succinyl CoA",866.1105,158.9068,53,NA,3.46,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_A","13C Acetyl CoA",810.2043,408.0569,11925864,NA,5.42,75750,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C1DCMless10m_A","Acetoacetyl CoA",850.3228,766.3569,1497,NA,5.2,22,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,NA,NA,"blank.Flag, height.min.Flag, "
"180212_Smp_L2C1DCMless10m_A","Acetyl CoA",808.149,408.0672,75989,NA,5.43,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_A","Crotonyl CoA",834.277,408.067,30,NA,8.25,1,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_A","Hydroxybutyryl CoA",852.1043,158.902,2277,NA,5.84,15,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C1DCMless10m_A","Malonyl CoA",852.1053,808.0725,5750,NA,2.95,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_A","Methyl Malonyl CoA",866.1109,822.1345,9835,NA,3.86,0,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless10m_A","Propionyl CoA",822.277,408.113,9137,NA,7.16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_A","Succinyl CoA",866.1105,158.9068,83,NA,3.48,1,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_B","13C Acetyl CoA",810.2043,408.0569,12664023,NA,5.43,33988,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C1DCMless10m_B","Acetoacetyl CoA",850.3228,766.3569,3026,NA,5.17,3,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless10m_B","Acetyl CoA",808.149,408.0672,90994,NA,5.43,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_B","Crotonyl CoA",834.277,408.067,195,NA,8.23,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_B","Hydroxybutyryl CoA",852.1043,158.902,972,NA,5.83,26,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_B","Malonyl CoA",852.1053,808.0725,5125,NA,2.94,1419,NA,NA,NA,NA,NA,NA,NA,NA,"SN.Flag","SN.Flag"
"180212_Smp_L2C1DCMless10m_B","Methyl Malonyl CoA",866.1109,822.1345,8159,NA,3.85,592,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless10m_B","Propionyl CoA",822.277,408.113,11547,NA,7.14,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_B","Succinyl CoA",866.1105,158.9068,4,NA,3.47,3,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C1DCMless10m_C","13C Acetyl CoA",810.2043,408.0569,11917719,NA,5.43,67188,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C1DCMless10m_C","Acetoacetyl CoA",850.3228,766.3569,929,NA,5.23,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_C","Acetyl CoA",808.149,408.0672,108136,NA,5.43,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_C","Crotonyl CoA",834.277,408.067,41,NA,8.24,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless10m_C","Hydroxybutyryl CoA",852.1043,158.902,1834,NA,5.83,0,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C1DCMless10m_C","Malonyl CoA",852.1053,808.0725,5530,NA,2.95,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_C","Methyl Malonyl CoA",866.1109,822.1345,6794,NA,3.86,4,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless10m_C","Propionyl CoA",822.277,408.113,6872,NA,7.14,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless10m_C","Succinyl CoA",866.1105,158.9068,93,NA,3.49,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_A","13C Acetyl CoA",810.2043,408.0569,11362478,NA,5.43,22552,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C1DCMless20m_A","Acetoacetyl CoA",850.3228,766.3569,217,NA,5.26,41,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_A","Acetyl CoA",808.149,408.0672,87823,NA,5.43,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_A","Crotonyl CoA",834.277,408.067,320,NA,8.8,1,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_A","Hydroxybutyryl CoA",852.1043,158.902,862,NA,5.84,2,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_A","Malonyl CoA",852.1053,808.0725,5810,NA,2.96,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_A","Methyl Malonyl CoA",866.1109,822.1345,9427,NA,3.86,298,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless20m_A","Propionyl CoA",822.277,408.113,8667,NA,7.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_A","Succinyl CoA",866.1105,158.9068,33,NA,3.54,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_B","13C Acetyl CoA",810.2043,408.0569,11935319,NA,5.43,18562,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C1DCMless20m_B","Acetoacetyl CoA",850.3228,766.3569,571,NA,5.17,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_B","Acetyl CoA",808.149,408.0672,105304,NA,5.43,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_B","Crotonyl CoA",834.277,408.067,14,NA,8.25,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_B","Hydroxybutyryl CoA",852.1043,158.902,706,NA,5.89,35,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_B","Malonyl CoA",852.1053,808.0725,7041,NA,2.94,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_B","Methyl Malonyl CoA",866.1109,822.1345,6497,NA,3.85,0,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless20m_B","Propionyl CoA",822.277,408.113,14294,NA,7.15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_B","Succinyl CoA",866.1105,158.9068,2110,NA,3.86,18,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C1DCMless20m_C","13C Acetyl CoA",810.2043,408.0569,13659834,NA,5.43,150236,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C1DCMless20m_C","Acetoacetyl CoA",850.3228,766.3569,140,NA,5.18,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_C","Acetyl CoA",808.149,408.0672,108312,NA,5.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_C","Crotonyl CoA",834.277,408.067,15,NA,8.26,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C1DCMless20m_C","Hydroxybutyryl CoA",852.1043,158.902,1752,NA,5.87,0,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C1DCMless20m_C","Malonyl CoA",852.1053,808.0725,4629,NA,2.94,1109,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless20m_C","Methyl Malonyl CoA",866.1109,822.1345,6587,NA,3.86,71,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C1DCMless20m_C","Propionyl CoA",822.277,408.113,14373,NA,7.15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C1DCMless20m_C","Succinyl CoA",866.1105,158.9068,1,NA,3.49,7,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C2DCM_A","13C Acetyl CoA",810.2043,408.0569,12173214,NA,5.42,27373,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCM_A","Acetoacetyl CoA",850.3228,766.3569,422,NA,5.26,9,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_A","Acetyl CoA",808.149,408.0672,85842,NA,5.43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_A","Crotonyl CoA",834.277,408.067,19,NA,8.24,4,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_A","Hydroxybutyryl CoA",852.1043,158.902,2993,NA,5.86,10,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C2DCM_A","Malonyl CoA",852.1053,808.0725,2320,NA,2.95,843,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,NA,"SN.Flag","blank.Flag, height.min.Flag, SN.Flag"
"180212_Smp_L2C2DCM_A","Methyl Malonyl CoA",866.1109,822.1345,3139,NA,3.86,76,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCM_A","Propionyl CoA",822.277,408.113,5268,NA,7.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_A","Succinyl CoA",866.1105,158.9068,402,NA,3.55,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_B","13C Acetyl CoA",810.2043,408.0569,13524253,NA,5.43,20961,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCM_B","Acetoacetyl CoA",850.3228,766.3569,18,NA,5.24,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_B","Acetyl CoA",808.149,408.0672,114037,NA,5.44,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_B","Crotonyl CoA",834.277,408.067,180,NA,8.22,9,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_B","Hydroxybutyryl CoA",852.1043,158.902,259,NA,5.8,6,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_B","Malonyl CoA",852.1053,808.0725,5408,NA,2.94,1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_B","Methyl Malonyl CoA",866.1109,822.1345,8759,NA,3.86,39,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCM_B","Propionyl CoA",822.277,408.113,7102,NA,7.14,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_B","Succinyl CoA",866.1105,158.9068,7,NA,3.52,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_C","13C Acetyl CoA",810.2043,408.0569,11970826,NA,5.43,152545,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCM_C","Acetoacetyl CoA",850.3228,766.3569,101,NA,5.24,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_C","Acetyl CoA",808.149,408.0672,84450,NA,5.44,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_C","Crotonyl CoA",834.277,408.067,37,NA,8.23,13,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C2DCM_C","Hydroxybutyryl CoA",852.1043,158.902,511,NA,5.84,12,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCM_C","Malonyl CoA",852.1053,808.0725,5289,NA,2.94,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_C","Methyl Malonyl CoA",866.1109,822.1345,9239,NA,3.87,68,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCM_C","Propionyl CoA",822.277,408.113,7449,NA,7.15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCM_C","Succinyl CoA",866.1105,158.9068,29,NA,3.53,5,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_A","13C Acetyl CoA",810.2043,408.0569,12877461,NA,5.43,49368,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCMplus10m_A","Acetoacetyl CoA",850.3228,766.3569,140,NA,5.15,63,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C2DCMplus10m_A","Acetyl CoA",808.149,408.0672,70279,NA,5.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_A","Crotonyl CoA",834.277,408.067,72,NA,8.24,7,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
